,age,class_of_worker,education,marital_stat,major_occupation_code,race,sex,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,detailed_household_summary_in_household,num_persons_worked_for_employer,country_of_birth_self,citizenship,own_business_or_self_employed,weeks_worked_in_year,target
162,43, Not in universe, 5th or 6th grade, Never married, Not in universe, White, Female,0, Nonfiler, West, Nonrelative of householder,0, Mexico, Foreign born- Not a citizen of U S ,0,0, - 50000.
163,7, Not in universe, Children, Never married, Not in universe, White, Male,0, Nonfiler, Not in universe, Nonrelative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
164,51, Private, Associates degree-academic program, Married-civilian spouse present, Sales, White, Male,0, Joint both under 65, South, Householder,6, United-States, Native- Born in the United States,0,26, - 50000.
165,37, Private, Some college but no degree, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,6, United-States, Native- Born in the United States,2,52, 50000+.
166,69, Not in universe, 10th grade, Married-civilian spouse present, Not in universe, White, Female,0, Joint both 65+, Not in universe, Spouse of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
167,53, Private, High school graduate, Married-civilian spouse present, Sales, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,6, United-States, Native- Born in the United States,0,51, - 50000.
168,4, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
169,46, Private, High school graduate, Married-civilian spouse present, Sales, White, Male,0, Joint both under 65, Not in universe, Householder,4, United-States, Native- Born in the United States,0,48, - 50000.
170,47, Local government, Masters degree(MA MS MEng MEd MSW MBA), Divorced, Professional specialty, White, Female,0, Head of household, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, 50000+.
171,1, Not in universe, Children, Never married, Not in universe, Black, Male,0, Nonfiler, West, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
172,14, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
173,1, Not in universe, Children, Never married, Not in universe, Amer Indian Aleut or Eskimo, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
174,6, Not in universe, Children, Never married, Not in universe, Black, Female,0, Nonfiler, South, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
175,46, Private, High school graduate, Divorced, Sales, White, Male,30, Single, Not in universe, Nonrelative of householder,2, United-States, Native- Born in the United States,0,52, - 50000.
176,33, Private, Some college but no degree, Married-civilian spouse present, Other service, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,5, United-States, Native- Born in the United States,2,52, - 50000.
177,34, Private, High school graduate, Married-civilian spouse present, Transportation and material moving, White, Male,0, Joint both under 65, West, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
178,37, Private, High school graduate, Married-civilian spouse present, Precision production craft & repair, White, Male,0, Joint both under 65, Not in universe, Householder,5, United-States, Native- Born in the United States,0,52, 50000+.
179,5, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Other relative of householder,0, United-States, Native- Born in the United States,0,0, - 50000.
180,25, Private, High school graduate, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, South, Householder,1, United-States, Native- Born in the United States,2,52, - 50000.
181,19, Private, High school graduate, Married-civilian spouse present, Adm support including clerical, White, Female,0, Joint both under 65, Not in universe, Spouse of householder,2, United-States, Native- Born in the United States,0,4, - 50000.
182,51, Private, Masters degree(MA MS MEng MEd MSW MBA), Divorced, Professional specialty, White, Female,0, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,0,50, - 50000.
183,11, Not in universe, Children, Never married, Not in universe, Black, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
184,32, Private, Bachelors degree(BA AB BS), Never married, Sales, White, Male,0, Single, Not in universe, Householder,6, United-States, Native- Born in the United States,0,52, - 50000.
185,25, Private, 9th grade, Married-civilian spouse present, Machine operators assmblrs & inspctrs, White, Male,0, Joint both under 65, Not in universe, Householder,3, Mexico, Foreign born- Not a citizen of U S ,0,48, - 50000.
186,33, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, Asian or Pacific Islander, Female,0, Joint both under 65, Abroad, Spouse of householder,0, Philippines, Foreign born- Not a citizen of U S ,0,0, - 50000.
187,13, Not in universe, Children, Never married, Not in universe, Black, Male,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
188,19, Private, Some college but no degree, Never married, Sales, White, Female,0, Single, Not in universe, Child 18 or older,6, United-States, Native- Born in the United States,2,52, - 50000.
189,65, Not in universe, Some college but no degree, Widowed, Not in universe, White, Female,146, Single, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
190,44, Local government, Bachelors degree(BA AB BS), Never married, Professional specialty, White, Female,0, Single, Not in universe, Householder,4, United-States, Native- Born in the United States,2,52, - 50000.
191,53, Private, 10th grade, Married-civilian spouse present, Machine operators assmblrs & inspctrs, White, Male,0, Joint both under 65, Not in universe, Householder,3, United-States, Native- Born in the United States,0,52, - 50000.
192,45, Private, High school graduate, Never married, Machine operators assmblrs & inspctrs, White, Female,0, Single, Not in universe, Householder,5, United-States, Native- Born in the United States,0,24, - 50000.
193,76, Not in universe, Associates degree-academic program, Widowed, Not in universe, White, Female,0, Nonfiler, Midwest, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
194,2, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
195,22, Private, Associates degree-academic program, Never married, Adm support including clerical, White, Female,0, Single, Midwest, Nonrelative of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
196,23, Not in universe, High school graduate, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Nonrelative of householder,0, England, Foreign born- Not a citizen of U S ,0,0, - 50000.
197,64, Not in universe, 7th and 8th grade, Married-civilian spouse present, Not in universe, White, Male,0, Nonfiler, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
198,57, Not in universe, Bachelors degree(BA AB BS), Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Abroad, Other relative of householder,0, ?, Foreign born- Not a citizen of U S ,0,0, - 50000.
199,40, Private, High school graduate, Married-civilian spouse present, Machine operators assmblrs & inspctrs, White, Male,0, Joint both under 65, Not in universe, Spouse of householder,4, United-States, Native- Born in the United States,0,52, - 50000.
200,59, Not in universe, High school graduate, Married-civilian spouse present, Not in universe, White, Female,0, Joint both under 65, Not in universe, Householder,0, United-States, Native- Born in the United States,0,0, - 50000.
201,25, Private, Prof school degree (MD DDS DVM LLB JD), Never married, Professional specialty, White, Female,0, Single, Midwest, Nonrelative of householder,6, United-States, Native- Born in the United States,0,52, - 50000.
202,36, Self-employed-not incorporated, Some college but no degree, Married-civilian spouse present, Sales, White, Male,0, Joint both under 65, Not in universe, Householder,1, United-States, Native- Born in the United States,0,52, - 50000.
203,0, Not in universe, Children, Never married, Not in universe, White, Female,0, Nonfiler, Not in universe, Child under 18 never married,0, United-States, Native- Born in the United States,0,0, - 50000.
